student,currProb,course,session,priorTutorAction,reward,0,1,2,3,4,5,6,7
0105-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,2
0105-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,1,1,1,2
0105-F14,4.1.3.0,226-001-BARNES-F14,2,PS,21.0851648352,0,1,0,0,0,1,1,1
0105-F14,5.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0105-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0105-F14,5.1.3.0,226-001-BARNES-F14,3,PS,70.1341421736,0,1,1,0,0,1,1,1
0105-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0105-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0105-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-8.8941555248,0,1,1,0,0,1,1,2
0107-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,2,1,1,3
0107-F14,1.0.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,2,1,1,1
0107-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,2,1,1,1
0107-F14,1.0.4.0,226-001-BARNES-F14,2,PS,-17.7631578947,0,1,1,0,2,1,1,1
0107-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,0,2,2,0,0,1,1,2
0107-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,1,1,1,2
0107-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-6.1023883238,0,1,2,0,0,1,1,1
0107-F14,3.-1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,0,1,1,2
0107-F14,3.-1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0107-F14,3.-1.3.0,226-001-BARNES-F14,2,PS,0,1,2,3,0,0,1,1,2
0107-F14,3.-1.3.1,226-001-BARNES-F14,2,PS,0,1,1,3,0,0,0,1,2
0107-F14,3.-1.4.0,226-001-BARNES-F14,3,PS,-76.1344537815,1,1,2,0,0,0,1,2
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,3,0,0,1,1,2
0107-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,1,0,1,1,1,3
0107-F14,4.1.3.0,226-001-BARNES-F14,3,PS,0,0,1,0,0,1,1,1,1
0107-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,1,1,1,2
0107-F14,4.-1.4.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,1,1,1,2
0107-F14,4.-1.1.0,226-001-BARNES-F14,3,PS,0,1,1,3,0,1,0,1,2
0107-F14,5.1.1.0,226-001-BARNES-F14,4,WE,0,0,1,2,0,0,1,1,2
0107-F14,5.1.2.0,226-001-BARNES-F14,4,PS,0,0,1,3,0,0,1,1,2
0107-F14,5.1.3.0,226-001-BARNES-F14,4,PS,90.7177033493,0,1,1,0,0,1,1,2
0107-F14,6.-1.1.0,226-001-BARNES-F14,4,WE,0,0,1,2,0,0,1,1,2
0107-F14,6.-1.2.0,226-001-BARNES-F14,5,PS,0,0,1,2,0,0,1,1,2
0107-F14,6.-1.3.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,1,1,1,2
0107-F14,6.-1.4.0,226-001-BARNES-F14,5,PS,-90.7177033493,1,2,3,1,0,0,1,3
0109-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,0,1,1,2
0109-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0109-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,0,0,1,1,2
0109-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-43.4210526316,0,1,2,0,0,1,1,1
0109-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,0,1,1,2
0109-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,1,1,1,2
0109-F14,2.1.3.0,226-001-BARNES-F14,2,PS,72.4966828837,0,1,2,0,1,1,1,1
0109-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,0,1,1,2
0109-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0109-F14,3.1.3.0,226-001-BARNES-F14,2,PS,-28.8814554948,0,1,2,0,0,1,1,1
0109-F14,4.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,2
0109-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0109-F14,4.1.3.0,226-001-BARNES-F14,2,PS,-10.1941747573,0,1,0,1,0,1,1,2
0109-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0109-F14,5.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0109-F14,5.1.3.0,226-001-BARNES-F14,2,PS,-14.5933014354,0,1,1,1,0,1,1,1
0109-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
0109-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,1
0109-F14,6.1.3.0,226-001-BARNES-F14,2,PS,96.36900237,0,1,1,1,0,1,1,1
010d-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
010d-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
010d-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
010d-F14,1.0.3.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,0,1,1,2
010d-F14,1.0.4.0,226-001-BARNES-F14,3,PS,40.7894736842,0,1,1,0,0,1,1,2
010d-F14,2.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,1,0,0,1,1,2
010d-F14,2.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,1,1,1,2
010d-F14,2.1.3.0,226-001-BARNES-F14,3,PS,-48.6886333481,0,1,2,0,1,1,1,1
010d-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,1,0,1,1,1,2
010d-F14,3.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,1,1,1,2
010d-F14,3.1.3.0,226-001-BARNES-F14,3,PS,0.3263441299,0,1,1,0,1,1,1,1
010d-F14,4.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
010d-F14,4.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,1,1,1,2
010d-F14,4.1.3.0,226-001-BARNES-F14,3,PS,107.572815534,0,1,0,0,0,1,1,1
010d-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
010d-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,1,1,1,2
010d-F14,5.1.3.0,226-001-BARNES-F14,3,PS,-109.2822966507,0,1,1,0,1,1,1,1
010d-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
010d-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
010d-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-37.6335911997,0,1,1,1,0,1,1,1
010e-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,2
010e-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,1
010e-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,1,1,1,1
010e-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105,0,1,2,0,1,1,1,1
010e-F14,2.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,1,0,1,1,2
010e-F14,2.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,1,1,1,2
010e-F14,2.1.3.0,226-001-BARNES-F14,2,PS,-28.3602388324,0,1,2,1,1,1,1,1
010e-F14,3.1.1.0,226-001-BARNES-F14,2,PS,0,0,1,1,1,0,1,1,2
010e-F14,3.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,1,1,1,2
010e-F14,3.1.3.0,226-001-BARNES-F14,2,PS,50.8525740393,0,1,1,1,0,1,1,1
010e-F14,4.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
010e-F14,4.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
010e-F14,4.1.3.0,226-001-BARNES-F14,2,PS,36.0696948682,0,1,0,1,0,1,1,1
010e-F14,5.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
010e-F14,5.1.2.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,2
010e-F14,5.1.3.0,226-001-BARNES-F14,2,PS,39.4642857143,0,1,1,1,0,1,1,1
010e-F14,6.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
010e-F14,6.1.2.0,226-001-BARNES-F14,2,WE,0,0,1,2,0,0,1,1,2
010e-F14,6.1.3.0,226-001-BARNES-F14,2,PS,0,0,1,1,1,0,1,1,1
0110-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0110-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0110-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,0,0,1,1,2
0110-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105,0,1,2,0,0,1,1,1
0110-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0110-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.7574082264,0,1,2,0,0,1,1,1
0110-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0110-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,3.1.3.0,226-001-BARNES-F14,1,PS,22.7543444562,0,1,1,0,0,1,1,1
0110-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0110-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,4.1.3.0,226-001-BARNES-F14,1,PS,-114.7711511789,0,2,1,0,0,1,1,2
0110-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0110-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,5.1.3.0,226-001-BARNES-F14,1,PS,72.4196855776,0,1,1,0,0,1,1,1
0110-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0110-F14,6.1.3.0,226-001-BARNES-F14,1,PS,23.6417296427,0,1,1,0,0,1,1,1
0116-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0116-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,0,0,1,1,2
0116-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105,0,1,2,0,0,1,1,1
0116-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,0,1,1,2
0116-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-25.839230429,0,1,2,0,0,1,1,1
0116-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0116-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-20.600473199,0,1,2,0,0,1,1,2
0116-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,1,0,1,1,2
0116-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,4.1.3.0,226-001-BARNES-F14,1,PS,118.394590846,0,1,0,1,0,1,1,1
0116-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,5.1.3.0,226-001-BARNES-F14,1,PS,26.0714285714,0,1,1,1,0,1,1,1
0116-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0116-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,1,0,1,1,2
0116-F14,6.1.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,0,1,1,1
0118-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,2,1,1,4
0118-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,2,1,1,1
0118-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,0,1,2,1,1,1
0118-F14,1.0.4.0,226-001-BARNES-F14,1,PS,1.9736842105,0,1,2,0,2,1,1,1
0118-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,2
0118-F14,2.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,1,1,1,2
0118-F14,2.1.3.0,226-001-BARNES-F14,1,PS,65.7574082264,0,1,2,0,0,1,1,1
0118-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,0,1,1,2
0118-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,1,0,1,1,2
0118-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-102.4883739904,0,1,2,1,0,1,1,2
0118-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0118-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0118-F14,4.1.3.0,226-001-BARNES-F14,1,PS,45.2929958391,0,1,0,1,0,1,1,1
0118-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0118-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
0118-F14,5.1.3.0,226-001-BARNES-F14,1,PS,50.9953861928,0,1,1,1,0,1,1,1
0118-F14,6.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,1,0,1,1,2
0118-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,1,0,1,1,2
0118-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-27.138577114,0,1,1,1,0,1,1,1
011b-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,3
011b-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,1
011b-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,1,1,1,1
011b-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,2,0,1,1,1,1
011b-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
011b-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
011b-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
011b-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
011b-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
011b-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
011b-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
011b-F14,4.1.3.0,226-001-BARNES-F14,1,PS,36.4857836338,0,1,0,0,0,1,1,1
011b-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
011b-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
011b-F14,5.1.3.0,226-001-BARNES-F14,1,PS,-94.5616883117,0,1,1,0,0,1,1,1
011b-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
011b-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,3,0,1,1,1,1
011b-F14,6.1.3.0,226-001-BARNES-F14,1,PS,98.7255734919,0,1,1,1,0,1,1,1
011d-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,0,1,1,2
011d-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
011d-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,0,1,1,1,2
011d-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-82.8947368421,0,1,2,0,1,1,1,1
011d-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,1,0,1,1,1,2
011d-F14,2.1.2.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,2
011d-F14,2.1.3.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,1
011d-F14,2.-1.2.0,226-001-BARNES-F14,2,PS,0,0,1,1,0,0,1,1,2
011d-F14,2.-1.2.1,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,1
011d-F14,2.-1.3.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,0,1,1,2
011d-F14,2.-1.4.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,1
011d-F14,2.-1.2.0,226-001-BARNES-F14,3,PS,0,1,1,1,0,0,1,1,2
011d-F14,2.-1.2.1,226-001-BARNES-F14,3,PS,0,1,1,2,0,0,1,1,2
011d-F14,2.-1.3.0,226-001-BARNES-F14,5,PS,0,1,1,2,0,0,1,1,2
011d-F14,2.-1.2.0,226-001-BARNES-F14,5,PS,0,1,0,1,0,0,1,1,2
011d-F14,2.-1.2.0,226-001-BARNES-F14,5,PS,0,1,0,1,0,0,1,1,2
011d-F14,2.-1.2.1,226-001-BARNES-F14,5,PS,0,1,1,1,0,0,1,1,2
011d-F14,2.-1.2.1,226-001-BARNES-F14,5,PS,-210.9677419355,2,0,1,0,0,1,1,2
0123-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,2,1,1,3
0123-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,2,1,1,1
0123-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,2,1,1,1
0123-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0,0,1,2,0,2,1,1,1
0123-F14,1.0.3.0,226-001-BARNES-F14,2,PS,1.9736842105,0,1,0,0,1,1,1,1
0123-F14,2.1.1.0,226-001-BARNES-F14,2,WE,0,0,1,1,0,1,1,1,2
0123-F14,2.1.2.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0123-F14,2.1.3.0,226-001-BARNES-F14,3,PS,65.7574082264,0,1,2,0,0,1,1,1
0123-F14,3.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,1,0,0,1,1,2
0123-F14,3.1.2.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0123-F14,3.1.3.0,226-001-BARNES-F14,3,PS,-43.2650730195,0,1,1,0,0,1,1,1
0123-F14,4.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0123-F14,4.1.2.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0123-F14,4.1.3.0,226-001-BARNES-F14,3,PS,75.5339805825,0,1,0,0,0,1,1,1
0123-F14,5.1.1.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0123-F14,5.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0123-F14,5.1.3.0,226-001-BARNES-F14,3,PS,0,0,1,1,0,0,1,1,1
0123-F14,6.1.1.0,226-001-BARNES-F14,3,PS,0,0,1,2,0,0,1,1,2
0123-F14,6.1.2.0,226-001-BARNES-F14,3,WE,0,0,1,2,0,0,1,1,2
0123-F14,6.1.3.0,226-001-BARNES-F14,3,PS,-143.1775700935,0,1,1,1,0,1,1,1
0126-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,2
0126-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,1
0126-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,1
0126-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,2,0,0,1,1,1
0126-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,2
0126-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,1
0126-F14,2.1.3.0,226-001-BARNES-F14,1,PS,26.9416187528,0,1,2,0,1,1,1,1
0126-F14,3.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,0,1,1,2
0126-F14,3.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0126-F14,3.1.3.0,226-001-BARNES-F14,1,PS,-43.2650730195,0,1,1,0,0,1,1,1
0126-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0126-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0126-F14,4.1.3.0,226-001-BARNES-F14,1,PS,49.4625520111,0,1,0,1,0,1,1,1
0126-F14,5.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0126-F14,5.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0126-F14,5.1.3.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,0,1,1,1
0126-F14,5.-1.3.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0126-F14,5.-1.4.0,226-001-BARNES-F14,1,PS,-173.9285714286,0,1,2,1,0,1,1,2
0126-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0126-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,1
0126-F14,6.1.3.0,226-001-BARNES-F14,1,PS,71.7757009346,0,1,1,1,0,1,1,1
0131-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,3
0131-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,1,1,1,1
0131-F14,1.0.3.0,226-001-BARNES-F14,3,WE,0,0,1,0,0,1,1,1,1
0131-F14,1.0.4.0,226-001-BARNES-F14,3,PS,-93.4210526316,1,2,2,0,1,1,1,1
0131-F14,2.1.1.0,226-001-BARNES-F14,4,PS,0,0,2,2,0,0,1,1,2
0131-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,2.1.3.0,226-001-BARNES-F14,5,PS,161.1521450686,0,1,2,0,0,1,1,1
0131-F14,3.-1.1.0,226-001-BARNES-F14,5,PS,0,0,1,2,0,0,1,1,2
0131-F14,3.-1.2.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,3.-1.3.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,3.-1.4.0,226-001-BARNES-F14,5,PS,-167.731092437,0,1,2,1,0,1,1,1
0131-F14,4.1.1.0,226-001-BARNES-F14,5,PS,0,0,1,2,0,0,1,1,2
0131-F14,4.1.2.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,4.1.3.0,226-001-BARNES-F14,5,PS,121.25,0,1,0,1,0,1,1,1
0131-F14,5.1.1.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,5.1.2.0,226-001-BARNES-F14,5,PS,0,0,1,2,0,0,1,1,2
0131-F14,5.1.3.0,226-001-BARNES-F14,5,PS,-67.8528708134,0,1,1,1,0,1,1,2
0131-F14,6.1.1.0,226-001-BARNES-F14,5,PS,0,0,1,2,0,0,1,1,2
0131-F14,6.1.2.0,226-001-BARNES-F14,5,WE,0,0,1,2,0,0,1,1,2
0131-F14,6.1.3.0,226-001-BARNES-F14,5,PS,118.378571748,0,1,1,1,0,1,1,1
0135-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0,0,2,1,0,0,1,1,2
0135-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0,0,1,0,0,1,1,1,2
0135-F14,1.0.4.0,226-001-BARNES-F14,1,PS,40.7894736842,0,1,1,0,1,1,1,1
0135-F14,2.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,1,1,1,2
0135-F14,2.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
0135-F14,2.1.3.0,226-001-BARNES-F14,1,PS,-75.5793896506,0,1,2,0,1,1,1,1
0135-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
0135-F14,3.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0135-F14,3.1.3.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,3.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,0,1,1,2
0135-F14,3.-1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,1,0,1,1,2
0135-F14,3.-1.4.0,226-001-BARNES-F14,1,PS,-28.5067873303,0,1,2,1,0,0,1,2
0135-F14,4.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,4.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,0,1,1,2
0135-F14,4.1.3.0,226-001-BARNES-F14,1,PS,0,0,1,0,1,0,1,1,2
0135-F14,4.-1.3.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,4.-1.3.1,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,4.-1.4.0,226-001-BARNES-F14,1,PS,69.010989011,0,1,2,0,0,1,1,2
0135-F14,5.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,2
0135-F14,5.1.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
0135-F14,5.1.3.0,226-001-BARNES-F14,1,PS,55.8168147642,0,1,0,1,0,1,1,1
0135-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,1,1,1,2
0135-F14,6.1.2.0,226-001-BARNES-F14,1,PS,0,0,1,2,0,0,1,1,1
0135-F14,6.1.3.0,226-001-BARNES-F14,1,PS,-27.138577114,0,1,1,1,0,1,1,1
013a-F14,1.0.1.0,226-001-BARNES-F14,1,WE,0,0,1,1,0,3,1,1,4
013a-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0,0,1,2,0,3,1,1,1
013a-F14,1.0.3.0,226-001-BARNES-F14,1,PS,0,0,2,1,0,3,1,1,0
013a-F14,1.0.4.0,226-001-BARNES-F14,1,PS,-43.4210526316,0,1,1,0,3,1,1,0
013a-F14,2.1.1.0,226-001-BARNES-F14,1,PS,0,0,1,1,0,0,1,1,2
